Calculations with WS3
    Z    N    A      Etot  Eshell+pairing  beta2      gamma      beta4
   78  102  180    -2.601    -4.539     0.273       0.335    -0.004
   78  104  182    -2.871    -4.802     0.265       0.120    -0.017
   78  106  184    -3.062    -4.956     0.245      -5.118    -0.031
   78  108  186    -3.451    -5.404     0.220      12.868    -0.043
   78  110  188    -3.965    -5.768     0.191      15.983    -0.048
   78  112  190    -4.712    -6.347     0.171      19.555    -0.048
   78  114  192    -5.626    -6.961     0.157     -30.000    -0.042
   78  116  194    -6.743    -7.937     0.142     -30.000    -0.042
   78  118  196    -8.341    -9.299     0.136      60.000    -0.033
   78  120  198   -10.117   -10.937     0.121      60.000    -0.032
   78  122  200   -11.854   -12.482     0.094      60.000    -0.032
   78  124  202   -13.576   -13.949     0.058      60.000    -0.023
   78  126  204   -15.590   -15.586     0.007      60.000    -0.001
   78  128  206   -13.284   -13.316     0.006      59.246    -0.001
   78  130  208   -10.625   -10.627     0.006     -30.000     0.002
   78  132  210    -8.249    -8.280     0.031     -30.000     0.002
   78  134  212    -6.175    -6.320     0.066      21.089     0.005
   78  136  214    -4.526    -4.863     0.085      11.995     0.014
   78  138  216    -3.488    -4.608     0.137       0.252     0.043
   78  140  218    -3.331    -5.067     0.179       0.161     0.057
   78  142  220    -3.539    -5.363     0.202      -0.530     0.054
   78  144  222    -3.856    -5.672     0.216      -0.941     0.046
   78  146  224    -4.154    -5.998     0.227      -0.350     0.036
   78  148  226    -4.439    -6.156     0.235      -0.104     0.023
   78  150  228    -4.715    -6.344     0.240       0.389     0.011
   78  152  230    -4.919    -6.559     0.239       0.780    -0.001
   78  154  232    -5.050    -6.936     0.240      -1.088    -0.015
   78  156  234    -5.293    -7.277     0.239       0.681    -0.028
   78  158  236    -5.578    -7.739     0.238       0.471    -0.039
   78  160  238    -5.785    -8.114     0.231       0.363    -0.049
   78  162  240    -5.780    -8.115     0.215      -0.136    -0.055
   78  164  242    -5.751    -8.008     0.195      -0.763    -0.059
   78  166  244    -5.753    -7.832     0.173      -0.781    -0.061
   78  168  246    -5.905    -7.588     0.150       8.860    -0.058
   78  170  248    -6.669    -7.630     0.163      60.000    -0.011
   78  172  250    -7.526    -8.491     0.149      60.000    -0.019
   78  174  252    -8.204    -9.046     0.132      60.000    -0.028
   80   92  172    -4.670    -4.855     0.090     -30.000     0.002
   80   94  174    -3.224    -3.510     0.106     -30.000     0.002
   80   96  176    -2.161    -2.559     0.125     -30.000     0.003
   80   98  178    -1.863    -3.493     0.262      11.820     0.030
   80  100  180    -1.990    -3.536     0.266       8.286     0.016
   80  102  182    -2.267    -3.986     0.272      -0.661     0.001
   80  104  184    -2.511    -4.347     0.269      -0.264    -0.013
   80  106  186    -2.634    -4.454     0.254      11.013    -0.025
   80  108  188    -2.904    -4.738     0.235      15.163    -0.035
   80  110  190    -3.563    -4.570     0.161     -25.833    -0.029
   80  112  192    -4.651    -5.552     0.144     -30.000    -0.029
   80  114  194    -5.983    -6.854     0.139      60.000    -0.027
   80  116  196    -7.616    -8.424     0.129      60.000    -0.027
   80  118  198    -9.457   -10.179     0.119      60.000    -0.027
   80  120  200   -11.375   -11.955     0.101      60.000    -0.025
   80  122  202   -13.412   -13.834     0.071      60.000    -0.022
   80  124  204   -15.743   -15.766     0.000     -30.000     0.001
   80  126  206   -17.829   -17.858     0.008      60.000    -0.001
   80  128  208   -15.452   -15.494     0.007      60.000    -0.001
   80  130  210   -12.710   -12.711     0.000     -30.000     0.002
   80  132  212   -10.245   -10.246     0.000     -30.000     0.002
   80  134  214    -8.016    -8.018     0.000     -30.000     0.003
   80  136  216    -6.004    -6.032     0.030     -30.000     0.003
   80  138  218    -4.391    -4.611     0.065       3.514     0.014
   80  140  220    -3.616    -5.317     0.165       0.121     0.060
   80  142  222    -3.609    -5.387     0.187       0.540     0.057
   80  144  224    -3.770    -5.510     0.205      -0.119     0.050
   80  146  226    -3.970    -5.697     0.219      -0.878     0.039
   80  148  228    -4.216    -5.859     0.229      -0.275     0.026
   80  150  230    -4.459    -5.978     0.234       0.323     0.014
   80  152  232    -4.654    -6.160     0.234       0.946     0.002
   80  154  234    -4.751    -6.464     0.235      -1.872    -0.012
   80  156  236    -4.999    -6.879     0.235      -0.112    -0.026
   80  158  238    -5.262    -7.274     0.234       1.138    -0.037
   80  160  240    -5.487    -7.661     0.229       0.145    -0.046
   80  162  242    -5.474    -7.636     0.215      -0.601    -0.051
   80  164  244    -5.435    -7.456     0.195      -2.362    -0.054
   80  166  246    -5.501    -7.091     0.168     -14.138    -0.049
   80  168  248    -6.395    -7.271     0.164      60.000    -0.002
   80  170  250    -7.419    -8.263     0.155      60.000    -0.009
   80  172  252    -8.349    -9.229     0.144      60.000    -0.016
   80  174  254    -9.037    -9.876     0.129      60.000    -0.024
   80  176  256    -9.801   -10.547     0.106      60.000    -0.028
   80  178  258   -10.501   -11.072     0.088      60.000    -0.028
   80  180  260   -10.958   -11.228     0.053      60.000    -0.018
   80  182  262   -11.903   -11.963     0.025      60.000    -0.007
   80  184  264   -12.104   -12.019     0.010      60.000     0.002
   82   96  178    -3.325    -3.354     0.000     -30.000    -0.000
   82   98  180    -2.298    -2.331     0.000     -30.000    -0.001
   82  100  182    -1.950    -3.586     0.282      11.587     0.025
   82  102  184    -2.125    -3.764     0.285      -0.317     0.008
   82  104  186    -2.214    -3.993     0.278      -0.883    -0.008
   82  106  188    -2.239    -3.997     0.263      12.946    -0.019
   82  108  190    -2.673    -2.945     0.091     -10.688    -0.004
   82  110  192    -3.643    -3.935     0.080      -9.204    -0.006
   82  112  194    -4.960    -5.156     0.067      -8.518    -0.006
   82  114  196    -6.545    -6.672     0.054      -6.189    -0.005
   82  116  198    -8.374    -8.512     0.046      -6.915    -0.005
   82  118  200   -10.387   -10.494     0.033      -5.264    -0.005
   82  120  202   -12.613   -12.669     0.022       1.139    -0.003
   82  122  204   -14.977   -14.977     0.010      59.440    -0.002
   82  124  206   -17.464   -17.538     0.008      60.000    -0.002
   82  126  208   -19.512   -19.560     0.009      60.000    -0.002
   82  128  210   -17.063   -17.119     0.009      59.479    -0.002
   82  130  212   -14.214   -14.251     0.004      58.755     0.000
   82  132  214   -11.685   -11.705     0.000     -30.000     0.002
   82  134  216    -9.411    -9.412     0.000     -30.000     0.002
   82  136  218    -7.353    -7.355     0.000     -30.000     0.002
   82  138  220    -5.554    -5.555     0.000     -30.000     0.002
   82  140  222    -4.123    -5.794     0.149      -0.362     0.063
   82  142  224    -3.891    -5.678     0.172       0.038     0.061
   82  144  226    -3.869    -5.586     0.191       0.388     0.055
   82  146  228    -3.909    -5.542     0.207      -0.222     0.045
   82  148  230    -4.019    -5.654     0.221      -0.440     0.031
   82  150  232    -4.188    -5.635     0.228       0.119     0.018
   82  152  234    -4.339    -5.708     0.228       1.195     0.006
   82  154  236    -4.383    -5.855     0.227      -1.473    -0.007
   82  156  238    -4.589    -6.308     0.228       1.697    -0.021
   82  158  240    -4.853    -6.706     0.229       1.348    -0.034
   82  160  242    -5.088    -7.072     0.224      -0.001    -0.043
   82  162  244    -5.140    -7.061     0.209      -0.988    -0.047
   82  164  246    -5.172    -6.870     0.187      -3.054    -0.048
   82  166  248    -5.805    -6.687     0.168      60.000     0.003
   82  168  250    -6.881    -7.729     0.163      60.000    -0.003
   82  170  252    -7.920    -8.846     0.156      60.000    -0.008
   82  172  254    -8.853    -9.678     0.147      60.000    -0.014
   82  174  256    -9.510   -10.367     0.135      60.000    -0.021
   82  176  258   -10.119   -10.780     0.110      60.000    -0.023
   82  178  260   -10.950   -11.221     0.071      60.000    -0.014
   82  180  262   -11.945   -11.943     0.030      60.000    -0.005
   82  182  264   -13.096   -13.064     0.020      60.000    -0.003
   82  184  266   -13.350   -13.288     0.010      60.000     0.002
   84  102  186    -2.317    -3.977     0.310       0.269     0.020
   84  104  188    -2.059    -3.720     0.295      -0.736     0.004
   84  106  190    -2.001    -3.683     0.271      14.439    -0.012
   84  108  192    -2.225    -2.688     0.140      -2.343     0.002
   84  110  194    -3.038    -3.450     0.123      -4.787    -0.003
   84  112  196    -4.075    -4.464     0.108      -8.862    -0.008
   84  114  198    -5.542    -5.923     0.092     -11.194    -0.010
   84  116  200    -7.193    -7.478     0.079     -12.722    -0.009
   84  118  202    -9.041    -9.250     0.062     -11.705    -0.008
   84  120  204   -11.183   -11.307     0.046      -9.720    -0.006
   84  122  206   -13.452   -13.511     0.024     -30.000    -0.002
   84  124  208   -15.957   -15.986     0.002      58.091    -0.001
   84  126  210   -18.000   -18.056     0.008      60.000    -0.002
   84  128  212   -15.578   -15.619     0.005      60.000    -0.001
   84  130  214   -12.814   -12.837     0.000     -30.000     0.001
   84  132  216   -10.331   -10.352     0.000     -30.000     0.002
   84  134  218    -8.079    -8.099     0.000     -30.000     0.002
   84  136  220    -6.289    -7.189     0.088      -1.027     0.045
   84  138  222    -5.274    -6.739     0.118      -1.016     0.063
   84  140  224    -4.679    -6.516     0.144      -0.322     0.068
   84  142  226    -4.346    -6.214     0.163      -0.095     0.066
   84  144  228    -4.179    -5.943     0.180       0.305     0.060
   84  146  230    -4.063    -5.694     0.196       0.033     0.052
   84  148  232    -3.984    -5.504     0.207      -0.140     0.040
   84  150  234    -4.036    -5.461     0.218       0.202     0.026
   84  152  236    -4.108    -5.341     0.217       1.536     0.013
   84  154  238    -4.115    -5.276     0.212       3.630     0.002
   84  156  240    -4.232    -5.655     0.218       8.052    -0.013
   84  158  242    -4.459    -6.086     0.220       5.059    -0.027
   84  160  244    -4.698    -6.404     0.213       0.289    -0.037
   84  162  246    -4.875    -6.406     0.192      -0.126    -0.039
   84  164  248    -5.107    -6.358     0.168      -1.426    -0.037
   84  166  250    -5.589    -6.540     0.177      60.000     0.003
   84  168  252    -6.673    -7.574     0.170      60.000    -0.003
   84  170  254    -7.737    -8.600     0.161      60.000    -0.009
   84  172  256    -8.684    -9.467     0.145      60.000    -0.013
   84  174  258    -9.420   -10.122     0.132      60.000    -0.018
   84  176  260   -10.106   -10.511     0.099      60.000    -0.013
   84  178  262   -10.977   -11.174     0.063      60.000    -0.007
   84  180  264   -12.020   -11.993     0.031      60.000    -0.005
   84  182  266   -13.190   -13.178     0.021      60.000    -0.005
   84  184  268   -13.397   -13.384     0.012      60.000     0.002
   86  108  194    -2.090    -2.733     0.177      -0.001     0.001
   86  110  196    -2.600    -3.228     0.158       1.358    -0.003
   86  112  198    -3.316    -3.820     0.139       4.086    -0.006
   86  114  200    -4.367    -4.864     0.120      -1.984    -0.011
   86  116  202    -5.773    -6.215     0.101      -9.089    -0.013
   86  118  204    -7.435    -7.768     0.085     -14.792    -0.011
   86  120  206    -9.378    -9.591     0.084      59.945    -0.001
   86  122  208   -11.549   -11.669     0.042     -30.000    -0.005
   86  124  210   -13.971   -14.000     0.005     -30.000    -0.000
   86  126  212   -16.006   -16.052     0.005      60.000    -0.001
   86  128  214   -13.648   -13.674     0.000     -30.000     0.001
   86  130  216   -10.931   -10.954     0.000     -30.000     0.001
   86  132  218    -8.490    -8.505     0.020     -30.000     0.005
   86  134  220    -6.836    -7.912     0.096       1.575     0.051
   86  136  222    -5.903    -7.502     0.118       0.339     0.066
   86  138  224    -5.362    -7.373     0.139      -0.108     0.074
   86  140  226    -4.988    -7.082     0.154       0.025     0.074
   86  142  228    -4.743    -6.801     0.169       0.060     0.071
   86  144  230    -4.560    -6.507     0.181       0.340     0.066
   86  146  232    -4.393    -6.144     0.193       0.386     0.058
   86  148  234    -4.224    -5.756     0.202       0.312     0.048
   86  150  236    -4.110    -5.546     0.207       1.151     0.035
   86  152  238    -4.102    -5.294     0.208       1.966     0.021
   86  154  240    -4.071    -5.088     0.203       3.055     0.009
   86  156  242    -4.079    -5.192     0.205       6.590    -0.005
   86  158  244    -4.233    -5.502     0.202       0.828    -0.019
   86  160  246    -4.548    -5.875     0.191       0.557    -0.028
   86  162  248    -4.835    -5.960     0.175      -0.051    -0.030
   86  164  250    -5.217    -6.155     0.156      -1.232    -0.029
   86  166  252    -5.710    -6.518     0.137      -4.570    -0.027
   86  168  254    -6.292    -6.959     0.120      -2.924    -0.022
   86  170  256    -7.115    -7.992     0.168      60.000    -0.005
   86  172  258    -8.127    -8.609     0.124      60.000    -0.002
   86  174  260    -9.006    -9.380     0.107      60.000    -0.005
   86  176  262    -9.909   -10.212     0.092      60.000    -0.009
   86  178  264   -10.802   -11.055     0.073      60.000    -0.010
   86  180  266   -11.684   -11.711     0.036      60.000    -0.007
   86  182  268   -12.801   -12.820     0.023      60.000    -0.006
   86  184  270   -12.995   -12.982     0.012      60.000     0.001
   88  112  200    -2.806    -3.347     0.159       0.966    -0.008
   88  114  202    -3.568    -4.168     0.143       0.560    -0.014
   88  116  204    -4.689    -5.238     0.121      -0.839    -0.018
   88  118  206    -6.106    -6.537     0.100      -6.432    -0.016
   88  120  208    -7.879    -8.172     0.099      60.000    -0.002
   88  122  210    -9.896   -10.163     0.071      60.000    -0.009
   88  124  212   -12.256   -12.292     0.011     -30.000    -0.001
   88  126  214   -14.297   -14.339     0.004      60.000    -0.001
   88  128  216   -11.981   -12.008     0.000     -30.000     0.001
   88  130  218    -9.296    -9.320     0.000     -30.000     0.001
   88  132  220    -6.998    -7.700     0.085       2.514     0.039
   88  134  222    -5.910    -7.427     0.116       2.076     0.065
   88  136  224    -5.479    -7.801     0.142       0.041     0.080
   88  138  226    -5.341    -7.987     0.159      -0.006     0.085
   88  140  228    -5.211    -7.852     0.172      -0.119     0.084
   88  142  230    -5.103    -7.589     0.182       0.125     0.080
   88  144  232    -4.992    -7.239     0.192       0.466     0.074
   88  146  234    -4.835    -6.839     0.202       0.400     0.066
   88  148  236    -4.636    -6.338     0.210       0.262     0.055
   88  150  238    -4.424    -5.884     0.211       0.354     0.042
   88  152  240    -4.296    -5.584     0.212       1.249     0.027
   88  154  242    -4.190    -5.187     0.203       2.434     0.014
   88  156  244    -4.122    -5.035     0.197       2.461     0.001
   88  158  246    -4.216    -5.296     0.196       0.759    -0.013
   88  160  248    -4.409    -5.625     0.188      -0.943    -0.022
   88  162  250    -4.819    -5.929     0.174       0.964    -0.028
   88  164  252    -5.251    -6.256     0.158      -0.855    -0.030
   88  166  254    -5.709    -6.595     0.140      -1.384    -0.030
   88  168  256    -6.314    -6.998     0.123      -0.490    -0.028
   88  170  258    -7.001    -7.569     0.110      -3.998    -0.025
   88  172  260    -7.727    -8.299     0.098      -8.445    -0.025
   88  174  262    -8.554    -8.835     0.100      60.000    -0.002
   88  176  264    -9.539    -9.779     0.086      60.000    -0.007
   88  178  266   -10.476   -10.723     0.071      60.000    -0.010
   88  180  268   -11.370   -11.426     0.038      60.000    -0.008
   88  182  270   -12.509   -12.520     0.023      60.000    -0.006
   88  184  272   -12.723   -12.688     0.010      60.000     0.001
   88  186  274   -11.346   -11.353     0.016      60.000     0.005
   88  188  276    -9.785    -9.860     0.022      60.000     0.008
   88  190  278    -8.407    -8.523     0.028      60.000     0.008
   90  116  206    -3.833    -4.441     0.140       0.127    -0.020
   90  118  208    -5.020    -5.499     0.114      -4.623    -0.021
   90  120  210    -6.637    -6.977     0.115      60.000    -0.000
   90  122  212    -8.445    -8.738     0.080      60.000    -0.009
   90  124  214   -10.718   -10.748     0.007     -30.000    -0.000
   90  126  216   -12.775   -12.813     0.004      60.000    -0.000
   90  128  218   -10.485   -10.510     0.000     -30.000     0.001
   90  130  220    -7.828    -7.851     0.000     -30.000     0.001
   90  132  222    -5.771    -6.853     0.104       2.563     0.053
   90  134  224    -5.221    -7.459     0.139       0.338     0.080
   90  136  226    -5.367    -8.369     0.162      -0.102     0.092
   90  138  228    -5.555    -8.755     0.175       0.050     0.095
   90  140  230    -5.632    -8.828     0.187      -0.063     0.095
   90  142  232    -5.636    -8.568     0.197      -0.067     0.088
   90  144  234    -5.595    -8.180     0.206       0.113     0.081
   90  146  236    -5.482    -7.737     0.214      -0.137     0.073
   90  148  238    -5.255    -7.152     0.219      -0.264     0.062
   90  150  240    -4.978    -6.539     0.221      -0.403     0.049
   90  152  242    -4.669    -6.074     0.221       1.199     0.033
   90  154  244    -4.479    -5.540     0.212       1.660     0.019
   90  156  246    -4.301    -5.229     0.207       2.811     0.006
   90  158  248    -4.271    -5.269     0.201       2.785    -0.008
   90  160  250    -4.415    -5.597     0.196      -0.153    -0.021
   90  162  252    -4.729    -5.866     0.180       1.061    -0.028
   90  164  254    -5.045    -6.110     0.165      -0.315    -0.032
   90  166  256    -5.412    -6.296     0.146       0.089    -0.034
   90  168  258    -5.965    -6.817     0.129       0.093    -0.033
   90  170  260    -6.610    -7.333     0.114      -1.600    -0.031
   90  172  262    -7.348    -7.920     0.100      -6.269    -0.030
   90  174  264    -8.127    -8.632     0.084      -6.165    -0.029
   90  176  266    -9.091    -9.263     0.080      59.943    -0.004
   90  178  268   -10.061   -10.219     0.064      60.000    -0.007
   90  180  270   -11.110   -11.124     0.032      60.000    -0.006
   90  182  272   -12.345   -12.349     0.020      60.000    -0.005
   90  184  274   -12.615   -12.586     0.009      60.000     0.001
   90  186  276   -11.204   -11.200     0.014      60.000     0.005
   90  188  278    -9.637    -9.684     0.020      60.000     0.007
   90  190  280    -8.236    -8.308     0.026      60.000     0.008
   90  192  282    -6.977    -7.056     0.030      59.846     0.006
   90  194  284    -5.878    -5.965     0.034      60.000     0.006
   92  118  210    -4.260    -4.768     0.156      57.942     0.003
   92  120  212    -5.753    -6.091     0.132      60.000     0.001
   92  122  214    -7.270    -7.482     0.091      59.949    -0.008
   92  124  216    -9.340    -9.338     0.005     -30.000    -0.000
   92  126  218   -11.398   -11.434     0.004      60.000    -0.000
   92  128  220    -9.117    -9.141     0.000     -30.000     0.001
   92  130  222    -6.459    -6.483     0.000     -30.000     0.001
   92  132  224    -4.904    -6.419     0.122       2.523     0.066
   92  134  226    -4.914    -7.607     0.157      -0.258     0.088
   92  136  228    -5.443    -8.689     0.176       0.140     0.097
   92  138  230    -5.866    -9.270     0.189      -0.008     0.099
   92  140  232    -6.144    -9.490     0.200      -0.395     0.097
   92  142  234    -6.271    -9.330     0.208      -0.525     0.091
   92  144  236    -6.299    -8.974     0.215      -0.377     0.084
   92  146  238    -6.226    -8.549     0.221      -0.556     0.076
   92  148  240    -6.009    -7.953     0.225      -0.593     0.065
   92  150  242    -5.692    -7.284     0.226      -0.650     0.052
   92  152  244    -5.315    -6.722     0.228       0.118     0.037
   92  154  246    -5.010    -6.136     0.222       0.414     0.023
   92  156  248    -4.710    -5.652     0.216       0.993     0.010
   92  158  250    -4.546    -5.483     0.211      -0.608    -0.002
   92  160  252    -4.562    -5.800     0.207      -0.529    -0.017
   92  162  254    -4.682    -5.844     0.190       0.318    -0.027
   92  164  256    -4.852    -5.897     0.174       0.283    -0.032
   92  166  258    -5.065    -6.097     0.156      -0.778    -0.036
   92  168  260    -5.432    -6.358     0.138       0.631    -0.036
   92  170  262    -5.944    -6.649     0.120       0.063    -0.033
   92  172  264    -6.723    -7.231     0.129      60.000     0.014
   92  174  266    -7.560    -7.835     0.101      60.000     0.006
   92  176  268    -8.575    -8.736     0.081      60.000     0.000
   92  178  270    -9.552    -9.676     0.063      60.000    -0.004
   92  180  272   -10.665   -10.651     0.027      60.000    -0.002
   92  182  274   -11.929   -11.939     0.019      60.000    -0.003
   92  184  276   -12.235   -12.224     0.008      60.000     0.001
   92  186  278   -10.819   -10.827     0.013      60.000     0.004
   92  188  280    -9.215    -9.261     0.019      60.000     0.007
   92  190  282    -7.803    -7.872     0.024      60.000     0.008
   92  192  284    -6.548    -6.609     0.029      60.000     0.006
   92  194  286    -5.427    -5.492     0.033      60.000     0.006
   92  196  288    -4.479    -4.543     0.036      60.000     0.006
   92  198  290    -4.075    -5.663     0.136      -1.275     0.066
   92  200  292    -4.479    -6.584     0.163      -0.569     0.075
   94  122  216    -6.387    -6.622     0.100      59.954    -0.008
   94  124  218    -8.141    -8.160     0.026     -30.000    -0.003
   94  126  220   -10.181   -10.184     0.006      60.000    -0.001
   94  128  222    -7.880    -7.877     0.000     -30.000     0.001
   94  130  224    -5.209    -5.207     0.000     -30.000     0.001
   94  132  226    -4.313    -6.133     0.137       1.331     0.072
   94  134  228    -4.711    -7.340     0.171      -0.398     0.087
   94  136  230    -5.424    -8.459     0.186       0.308     0.094
   94  138  232    -6.013    -9.151     0.198       0.087     0.095
   94  140  234    -6.448    -9.484     0.208      -0.515     0.092
   94  142  236    -6.692    -9.411     0.214      -0.605     0.087
   94  144  238    -6.828    -9.313     0.221      -0.474     0.080
   94  146  240    -6.843    -8.951     0.226      -0.449     0.073
   94  148  242    -6.658    -8.468     0.229      -0.560     0.063
   94  150  244    -6.414    -7.918     0.231      -0.669     0.051
   94  152  246    -6.104    -7.345     0.231      -0.385     0.038
   94  154  248    -5.665    -6.776     0.228      -0.294     0.025
   94  156  250    -5.297    -6.229     0.224       0.027     0.013
   94  158  252    -5.086    -5.996     0.220      -1.081     0.001
   94  160  254    -4.959    -6.053     0.216      -0.774    -0.014
   94  162  256    -4.829    -6.118     0.202      -0.269    -0.025
   94  164  258    -4.868    -6.007     0.185       0.155    -0.033
   94  166  260    -4.896    -5.970     0.168      -0.813    -0.036
   94  168  262    -5.046    -5.986     0.151      -0.032    -0.037
   94  170  264    -5.632    -6.413     0.151      60.000     0.021
   94  172  266    -6.528    -7.116     0.138      60.000     0.016
   94  174  268    -7.197    -7.543     0.111      60.000     0.009
   94  176  270    -8.044    -8.241     0.091      60.000     0.002
   94  178  272    -8.872    -9.021     0.073      60.000    -0.003
   94  180  274    -9.739    -9.752     0.034      60.000    -0.002
   94  182  276   -10.917   -10.946     0.021      60.000    -0.004
   94  184  278   -11.160   -11.159     0.009      60.000     0.001
   94  186  280    -9.731    -9.756     0.014      60.000     0.005
   94  188  282    -8.137    -8.214     0.022      60.000     0.009
   94  190  284    -6.717    -6.818     0.029      60.000     0.010
   94  192  286    -5.488    -5.595     0.035      60.000     0.010
   94  194  288    -4.398    -4.511     0.041      60.000     0.011
   94  196  290    -3.728    -5.769     0.288     -27.608     0.035
   94  198  292    -4.087    -6.191     0.181      -0.378     0.074
   94  200  294    -4.631    -6.827     0.180       0.044     0.076
   94  202  296    -5.143    -7.412     0.182       0.195     0.077
   94  204  298    -5.519    -7.691     0.185       0.373     0.076
   96  126  222    -9.184    -9.192     0.008      60.000    -0.001
   96  128  224    -6.840    -6.820     0.003      60.000    -0.000
   96  130  226    -4.423    -5.183     0.097      -4.095     0.045
   96  132  228    -3.913    -5.651     0.147       0.440     0.071
   96  134  230    -4.474    -6.867     0.182       0.055     0.082
   96  136  232    -5.284    -7.940     0.195       0.798     0.088
   96  138  234    -6.002    -8.664     0.206       0.267     0.088
   96  140  236    -6.550    -9.092     0.214      -0.380     0.085
   96  142  238    -6.905    -9.288     0.221      -0.379     0.080
   96  144  240    -7.160    -9.207     0.227       0.219     0.074
   96  146  242    -7.257    -9.090     0.231       0.067     0.068
   96  148  244    -7.207    -8.778     0.234      -0.040     0.059
   96  150  246    -6.977    -8.334     0.235      -0.183     0.048
   96  152  248    -6.728    -7.829     0.236       0.044     0.035
   96  154  250    -6.286    -7.237     0.232       0.060     0.024
   96  156  252    -5.895    -6.760     0.229       0.140     0.011
   96  158  254    -5.666    -6.561     0.226      -1.678    -0.001
   96  160  256    -5.475    -6.570     0.222      -0.492    -0.014
   96  162  258    -5.344    -6.524     0.210      -0.700    -0.026
   96  164  260    -5.177    -6.345     0.194       0.091    -0.034
   96  166  262    -5.028    -6.107     0.178       0.646    -0.037
   96  168  264    -4.955    -5.995     0.162       0.052    -0.038
   96  170  266    -5.535    -6.305     0.154      60.000     0.021
   96  172  268    -6.407    -7.013     0.144      60.000     0.016
   96  174  270    -6.931    -7.319     0.123      60.000     0.009
   96  176  272    -7.604    -7.838     0.101      60.000     0.002
   96  178  274    -8.259    -8.450     0.085      60.000    -0.004
   96  180  276    -8.740    -8.797     0.048      60.000    -0.004
   96  182  278    -9.757    -9.797     0.023      60.000    -0.004
   96  184  280    -9.893    -9.896     0.010      60.000     0.001
   96  186  282    -8.455    -8.497     0.017      60.000     0.007
   96  188  284    -6.869    -6.991     0.027      60.000     0.012
   96  190  286    -5.496    -5.664     0.037      60.000     0.014
   96  192  288    -4.309    -4.495     0.045      60.000     0.015
   96  194  290    -3.669    -5.587     0.291      27.138     0.034
   96  196  292    -4.033    -5.979     0.295     -27.967     0.029
   96  198  294    -4.300    -6.165     0.296     -28.280     0.026
   96  200  296    -4.768    -6.760     0.192      -0.036     0.072
   96  202  298    -5.263    -7.336     0.190       0.268     0.074
   96  204  300    -5.666    -7.660     0.191       0.427     0.072
   96  206  302    -5.919    -7.714     0.194       0.308     0.068
   96  208  304    -6.055    -7.629     0.197       0.348     0.062
   98  130  228    -4.047    -4.810     0.103      -5.053     0.046
   98  132  230    -3.607    -5.103     0.151       0.155     0.066
   98  134  232    -4.230    -6.205     0.189       0.955     0.076
   98  136  234    -5.046    -7.291     0.200       1.248     0.081
   98  138  236    -5.791    -8.083     0.211       0.628     0.081
   98  140  238    -6.410    -8.583     0.219      -0.255     0.078
   98  142  240    -6.872    -8.809     0.225      -0.165     0.073
   98  144  242    -7.200    -8.901     0.231       0.493     0.068
   98  146  244    -7.427    -8.937     0.235       0.530     0.061
   98  148  246    -7.425    -8.741     0.238       0.244     0.052
   98  150  248    -7.387    -8.473     0.241       0.539     0.040
   98  152  250    -7.170    -8.174     0.241       0.248     0.027
   98  154  252    -6.792    -7.598     0.235       0.771     0.018
   98  156  254    -6.418    -7.240     0.231      -0.200     0.006
   98  158  256    -6.276    -7.184     0.230      -1.649    -0.007
   98  160  258    -6.174    -7.321     0.226      -0.511    -0.019
   98  162  260    -6.006    -7.113     0.216      -1.030    -0.029
   98  164  262    -5.748    -6.957     0.202      -0.171    -0.036
   98  166  264    -5.443    -6.613     0.187      -0.030    -0.039
   98  168  266    -5.182    -6.264     0.171       0.304    -0.039
   98  170  268    -5.486    -6.205     0.158      60.000     0.019
   98  172  270    -6.335    -6.918     0.150      60.000     0.015
   98  174  272    -6.753    -7.154     0.133      60.000     0.006
   98  176  274    -7.274    -7.527     0.109      60.000    -0.001
   98  178  276    -7.806    -8.046     0.094      60.000    -0.007
   98  180  278    -7.995    -8.113     0.061      60.000    -0.007
   98  182  280    -8.819    -8.867     0.026      60.000    -0.005
   98  184  282    -8.875    -8.876     0.011      60.000     0.001
   98  186  284    -7.412    -7.463     0.019      60.000     0.007
   98  188  286    -5.855    -6.005     0.031      60.000     0.013
   98  190  288    -4.495    -4.697     0.042      60.000     0.016
   98  192  290    -3.531    -5.355     0.294      26.756     0.034
   98  194  292    -3.924    -5.686     0.294      26.906     0.030
   98  196  294    -4.293    -6.104     0.300     -28.439     0.024
   98  198  296    -4.589    -6.348     0.301     -28.533     0.021
   98  200  298    -4.804    -6.548     0.197       0.142     0.066
   98  202  300    -5.288    -7.126     0.193       0.540     0.069
   98  204  302    -5.698    -7.480     0.193       0.719     0.068
   98  206  304    -5.980    -7.584     0.196       0.578     0.063
   98  208  306    -6.165    -7.580     0.199       0.660     0.057
   98  210  308    -6.310    -7.549     0.202       0.440     0.049
   98  212  310    -6.289    -7.426     0.202       0.676     0.042
   98  214  312    -6.210    -7.151     0.205      -0.691     0.034
   98  216  314    -5.900    -6.744     0.205      -0.663     0.027
   98  218  316    -5.625    -6.305     0.204      -1.028     0.020
   98  220  318    -5.426    -6.091     0.202       0.386     0.008
  100  134  234    -3.929    -5.428     0.190       1.467     0.068
  100  136  236    -4.711    -6.431     0.202       1.659     0.072
  100  138  238    -5.457    -7.226     0.214       0.725     0.073
  100  140  240    -6.125    -7.802     0.222      -0.444     0.070
  100  142  242    -6.655    -8.152     0.228      -0.547     0.065
